dr_no,date_rptd,date_occ,time_occ,hour,day_of_week,month,year,is_weekend,area_name,crm_cd_desc,vict_age,vict_sex,weapon_desc,status_desc,lat,lon
241810468,2024-06-03,2024-06-02,2200,22,Sunday,6,2024,1,Southeast,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,33.9401,-118.2478
200817601,2020-12-15,2020-12-15,1651,16,Tuesday,12,2020,0,West LA,BURGLARY,60,M,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.1034,-118.4057
211816158,2021-09-01,2021-09-01,2150,21,Wednesday,9,2021,0,Southeast,DISCHARGE FIREARMS/SHOTS FIRED,0,X,SEMI-AUTOMATIC PISTOL,Invest Cont,33.9543,-118.2606
211411009,2021-05-05,2021-05-05,1115,11,Wednesday,5,2021,0,Pacific,THEFT OF IDENTITY,79,M,,Invest Cont,33.9983,-118.4746
210211520,2021-07-02,2021-06-19,1,0,Saturday,6,2021,1,Rampart,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,48,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.056,-118.2771
230713688,2023-08-24,2023-08-24,845,8,Thursday,8,2023,0,Wilshire,BATTERY - SIMPLE ASSAULT,40,M,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.0871,-118.3681
200100737,2020-04-21,2020-04-21,1000,10,Tuesday,4,2020,0,Central,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,2,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0437,-118.2455
210114086,2021-07-25,2021-07-25,645,6,Sunday,7,2021,1,Central,BATTERY - SIMPLE ASSAULT,63,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.046,-118.2493
231711711,2023-06-18,2023-06-18,1209,12,Sunday,6,2023,1,Devonshire,VIOLATION OF RESTRAINING ORDER,37,M,,Adult Other,34.2533,-118.5361
242007191,2024-03-14,2024-03-14,800,8,Thursday,3,2024,0,Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",29,M,HAND GUN,Invest Cont,34.0763,-118.2917
222114927,2022-10-02,2022-09-23,1900,19,Friday,9,2022,0,Topanga,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52,M,,Invest Cont,34.1658,-118.618
220316861,2022-09-15,2022-05-01,1200,12,Sunday,5,2022,1,Southwest,THEFT OF IDENTITY,28,F,,Invest Cont,34.0309,-118.309
201408905,2020-03-27,2020-03-27,340,3,Friday,3,2020,0,Pacific,BURGLARY,27,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0047,-118.4587
210511510,2021-07-15,2021-07-15,900,9,Thursday,7,2021,0,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,78,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,33.7793,-118.2742
201304356,2020-01-07,2020-01-06,1600,16,Monday,1,2020,0,Newton,INTIMATE PARTNER - SIMPLE ASSAULT,30,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0092,-118.2652
240211841,2024-07-10,2024-07-10,1600,16,Wednesday,7,2024,0,Rampart,BURGLARY FROM VEHICLE,38,M,,Invest Cont,34.0496,-118.2677
201418964,2020-10-19,2020-10-19,1630,16,Monday,10,2020,0,Pacific,TRESPASSING,0,X,,Invest Cont,34.0296,-118.4306
200312074,2020-05-29,2020-05-29,2010,20,Friday,5,2020,0,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,17,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0137,-118.3089
220107344,2022-02-27,2022-02-18,300,3,Friday,2,2022,0,Central,VEHICLE - STOLEN,27,M,,Invest Cont,34.0409,-118.2574
202100536,2020-01-19,2020-01-19,1730,17,Sunday,1,2020,1,Topanga,SHOPLIFTING - PETTY THEFT ($950 & UNDER),35,M,,Invest Cont,34.1883,-118.6274
211817011,2021-09-17,2021-08-22,1700,17,Sunday,8,2021,1,Southeast,BURGLARY,61,F,,Invest Cont,33.9501,-118.2839
200406611,2020-03-07,2020-03-07,820,8,Saturday,3,2020,1,Hollenbeck,BATTERY - SIMPLE ASSAULT,31,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0775,-118.2217
220104759,2022-01-14,2022-01-14,533,5,Friday,1,2022,0,Central,BOMB SCARE,0,X,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.0561,-118.2375
221109401,2022-05-20,2022-05-17,1530,15,Tuesday,5,2022,0,Northeast,BURGLARY FROM VEHICLE,52,F,,Invest Cont,34.1131,-118.2887
200112690,2020-05-30,2020-05-29,1500,15,Friday,5,2020,0,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,,Invest Cont,34.0494,-118.2581
220705179,2022-02-01,2022-02-01,12,0,Tuesday,2,2022,0,Wilshire,THEFT OF IDENTITY,39,F,,Invest Cont,34.0401,-118.3382
221200580,2022-02-22,2022-02-22,330,3,Tuesday,2,2022,0,77th Street,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",0,M,UNKNOWN FIREARM,Invest Cont,33.9864,-118.2893
201421336,2020-12-08,2020-09-18,600,6,Friday,9,2020,0,Pacific,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,33.9956,-118.4732
211904895,2021-01-24,2021-01-24,2205,22,Sunday,1,2021,1,Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",21,M,HAND GUN,Adult Arrest,34.2987,-118.462
241907956,2024-04-17,2024-04-17,540,5,Wednesday,4,2024,0,Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",71,F,BOW AND ARROW,Invest Cont,34.2319,-118.4719
220313792,2022-07-16,2022-07-16,910,9,Saturday,7,2022,1,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",21,X,,Invest Cont,34.0286,-118.2757
212111741,2021-07-23,2021-07-07,2300,23,Wednesday,7,2021,0,Topanga,VEHICLE - STOLEN,0,,,Adult Arrest,34.1574,-118.57
201222301,2020-10-09,2020-10-09,1815,18,Friday,10,2020,0,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,X,MACE/PEPPER SPRAY,Adult Other,33.9996,-118.2915
222109905,2022-05-31,2022-04-08,815,8,Friday,4,2022,0,Topanga,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",29,M,,Invest Cont,34.1865,-118.6235
201223946,2020-11-04,2020-11-03,1800,18,Tuesday,11,2020,0,77th Street,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),79,F,,Invest Cont,33.9849,-118.3309
222008722,2022-04-19,2022-04-02,30,0,Saturday,4,2022,1,Olympic,THEFT OF IDENTITY,48,F,,Invest Cont,34.0527,-118.2989
211815592,2021-08-21,2021-08-21,1710,17,Saturday,8,2021,1,Southeast,CRIMINAL THREATS - NO WEAPON DISPLAYED,36,F,VERBAL THREAT,Invest Cont,33.9151,-118.2916
200510853,2020-06-21,2020-06-21,1430,14,Sunday,6,2020,1,Harbor,BURGLARY FROM VEHICLE,31,F,,Invest Cont,33.7854,-118.245
232104612,2023-01-17,2023-01-16,1815,18,Monday,1,2023,0,Topanga,BURGLARY FROM VEHICLE,50,F,,Invest Cont,34.1544,-118.6058
221321969,2022-12-05,2022-12-03,629,6,Saturday,12,2022,1,Newton,THEFT OF IDENTITY,38,F,,Invest Cont,34.0196,-118.2679
221223171,2022-11-03,2022-11-03,615,6,Thursday,11,2022,0,77th Street,THEFT OF IDENTITY,32,F,,Invest Cont,33.9846,-118.3323
230215618,2023-08-17,2023-08-17,1410,14,Thursday,8,2023,0,Rampart,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0786,-118.2788
241004905,2024-01-26,2024-01-25,1830,18,Thursday,1,2024,0,West Valley,VEHICLE - STOLEN,0,,,Invest Cont,34.2066,-118.5306
200710760,2020-06-21,2020-06-21,1210,12,Sunday,6,2020,1,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,F,,Invest Cont,34.0391,-118.3464
211106097,2021-03-03,2021-03-02,2300,23,Tuesday,3,2021,0,Northeast,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",40,M,,Invest Cont,34.0971,-118.2961
201214913,2020-06-18,2020-06-18,1500,15,Thursday,6,2020,0,77th Street,CONTEMPT OF COURT,34,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,33.958,-118.3129
221507831,2022-04-02,2022-04-02,1015,10,Saturday,4,2022,1,N Hollywood,BATTERY - SIMPLE ASSAULT,0,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.1867,-118.3703
211408973,2021-03-28,2021-03-28,2300,23,Sunday,3,2021,1,Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",60,M,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,33.9427,-118.4052
230706008,2023-02-14,2023-02-14,300,3,Tuesday,2,2023,0,Wilshire,BURGLARY FROM VEHICLE,64,F,,Invest Cont,34.0671,-118.3259
232113957,2023-09-09,2023-09-09,1315,13,Saturday,9,2023,1,Topanga,CRIMINAL THREATS - NO WEAPON DISPLAYED,50,F,VERBAL THREAT,Adult Other,34.1904,-118.6082
222114661,2022-09-26,2022-09-26,112,1,Monday,9,2022,0,Topanga,ATTEMPTED ROBBERY,0,M,VERBAL THREAT,Invest Cont,34.172,-118.6059
232004931,2023-01-27,2023-01-26,350,3,Thursday,1,2023,0,Olympic,ROBBERY,25,M,UNKNOWN WEAPON/OTHER WEAPON,Adult Arrest,34.0617,-118.3091
240912321,2024-10-14,2024-10-11,200,2,Friday,10,2024,0,Van Nuys,BURGLARY FROM VEHICLE,29,M,,Invest Cont,34.1475,-118.4225
200607322,2020-03-03,2020-03-02,1900,19,Monday,3,2020,0,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),48,M,,Invest Cont,34.0849,-118.3091
201813810,2020-07-09,2020-07-09,1215,12,Thursday,7,2020,0,Southeast,BATTERY - SIMPLE ASSAULT,60,F,BLUNT INSTRUMENT,Invest Cont,33.9368,-118.2463
200611993,2020-06-28,2020-06-28,1520,15,Sunday,6,2020,1,Hollywood,BURGLARY,0,X,ROCK/THROWN OBJECT,Invest Cont,34.0907,-118.3266
230209851,2023-04-29,2023-04-29,2200,22,Saturday,4,2023,1,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,49,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0753,-118.2812
211008016,2021-05-14,2021-05-14,1545,15,Friday,5,2021,0,West Valley,VIOLATION OF RESTRAINING ORDER,13,M,,Adult Arrest,34.2035,-118.5609
241404038,2024-01-02,2023-12-28,1800,18,Thursday,12,2023,0,Pacific,VEHICLE - STOLEN,0,,,Invest Cont,33.9975,-118.4751
211514597,2021-09-12,2021-09-12,500,5,Sunday,9,2021,1,N Hollywood,BURGLARY FROM VEHICLE,33,M,,Invest Cont,34.163,-118.3757
231716268,2023-10-10,2023-10-08,1700,17,Sunday,10,2023,1,Devonshire,VEHICLE - STOLEN,0,,,Invest Cont,34.2703,-118.4959
241012076,2024-11-04,2024-11-03,2030,20,Sunday,11,2024,1,West Valley,VEHICLE - STOLEN,0,,,Invest Cont,34.1939,-118.5211
221322761,2022-12-21,2022-12-14,1605,16,Wednesday,12,2022,0,Newton,THEFT PLAIN - PETTY ($950 & UNDER),29,M,,Invest Cont,33.9852,-118.2718
202015549,2020-10-06,2020-10-06,1130,11,Tuesday,10,2020,0,Olympic,THEFT PLAIN - PETTY ($950 & UNDER),65,M,,Invest Cont,34.0598,-118.2941
212008346,2021-04-21,2021-04-20,745,7,Tuesday,4,2021,0,Olympic,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",45,F,,Invest Cont,34.0671,-118.3168
211113226,2021-09-20,2021-09-19,2100,21,Sunday,9,2021,1,Northeast,OTHER ASSAULT,30,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.1201,-118.2203
200618948,2020-12-05,2020-12-05,400,4,Saturday,12,2020,1,Hollywood,INTIMATE PARTNER - AGGRAVATED ASSAULT,30,M,GLASS,Invest Cont,34.1043,-118.3718
201615819,2020-12-19,2020-12-19,855,8,Saturday,12,2020,1,Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",41,F,,Invest Cont,34.245,-118.2735
202116064,2020-11-17,2020-11-17,1015,10,Tuesday,11,2020,0,Topanga,BATTERY - SIMPLE ASSAULT,25,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.2202,-118.5742
210511620,2021-07-19,2021-07-18,700,7,Sunday,7,2021,1,Harbor,BURGLARY,0,X,,Invest Cont,33.7777,-118.2505
202010356,2020-05-31,2020-05-30,2240,22,Saturday,5,2020,1,Olympic,BURGLARY,0,X,,Invest Cont,34.0599,-118.3139
230508601,2023-05-09,2023-05-08,2155,21,Monday,5,2023,0,Harbor,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),61,F,,Invest Cont,33.7415,-118.2857
230801156,2023-12-21,2023-12-21,1715,17,Thursday,12,2023,0,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,,Invest Cont,34.0419,-118.4603
240906334,2024-02-29,2023-12-09,2000,20,Saturday,12,2023,1,Van Nuys,THEFT OF IDENTITY,46,M,,Invest Cont,34.2067,-118.4313
231307661,2023-03-13,2023-03-13,1255,12,Monday,3,2023,0,Newton,"BUNCO, PETTY THEFT",43,F,,Invest Cont,33.998,-118.2565
210713857,2021-10-01,2021-10-01,304,3,Friday,10,2021,0,Wilshire,BURGLARY,0,M,,Invest Cont,34.0761,-118.3626
221214169,2022-06-20,2022-06-20,2215,22,Monday,6,2022,0,77th Street,ROBBERY,0,X,HAND GUN,Invest Cont,33.979,-118.3112
200315546,2020-08-10,2020-07-20,1500,15,Monday,7,2020,0,Southwest,BURGLARY,0,X,,Invest Cont,34.0246,-118.2965
221016068,2022-11-04,2022-11-03,1800,18,Thursday,11,2022,0,West Valley,UNAUTHORIZED COMPUTER ACCESS,30,M,,Invest Cont,34.1689,-118.5406
231304401,2023-01-08,2023-01-07,1545,15,Saturday,1,2023,1,Newton,BRANDISH WEAPON,16,F,KITCHEN KNIFE,Adult Arrest,34.0093,-118.2543
211506478,2021-03-04,2021-03-04,1100,11,Thursday,3,2021,0,N Hollywood,BATTERY - SIMPLE ASSAULT,61,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.1722,-118.3726
221005176,2022-02-01,2022-02-01,1520,15,Tuesday,2,2022,0,West Valley,BATTERY - SIMPLE ASSAULT,37,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.2012,-118.5296
220806643,2022-03-06,2022-03-06,1630,16,Sunday,3,2022,1,West LA,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0,M,,Adult Other,34.0611,-118.4184
241109332,2024-07-17,2024-07-16,2200,22,Tuesday,7,2024,0,Northeast,VEHICLE - STOLEN,0,,,Invest Cont,34.0785,-118.2604
211113078,2021-09-16,2021-09-12,2100,21,Sunday,9,2021,1,Northeast,BIKE - STOLEN,28,M,,Invest Cont,34.0977,-118.274
201708773,2020-05-04,2020-04-26,1700,17,Sunday,4,2020,1,Devonshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),27,M,,Invest Cont,34.2591,-118.5273
240108975,2024-03-13,2024-02-28,1800,18,Wednesday,2,2024,0,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",69,F,,Invest Cont,34.0437,-118.2582
222014180,2022-08-02,2022-08-02,935,9,Tuesday,8,2022,0,Olympic,THEFT OF IDENTITY,34,F,,Invest Cont,34.0399,-118.312
211415736,2021-07-27,2021-07-26,1800,18,Monday,7,2021,0,Pacific,BURGLARY,49,M,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.0137,-118.438
241110228,2024-08-26,2024-07-27,2120,21,Saturday,7,2024,1,Northeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",47,F,,Invest Cont,34.0747,-118.2402
230906849,2023-03-11,2023-02-21,1255,12,Tuesday,2,2023,0,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),0,X,,Invest Cont,34.2131,-118.4584
201215384,2020-06-25,2020-06-25,1745,17,Thursday,6,2020,0,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",49,M,HAMMER,Invest Cont,33.9495,-118.309
240411981,2024-12-07,2024-12-07,12,0,Saturday,12,2024,1,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),0,X,,Invest Cont,34.078,-118.225
221210179,2022-04-17,2022-04-17,1700,17,Sunday,4,2022,1,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",37,F,VEHICLE,Adult Other,33.9806,-118.3338
212001047,2021-10-15,2021-10-15,1200,12,Friday,10,2021,0,Olympic,BURGLARY,67,F,,Invest Cont,34.0776,-118.3069
221320847,2022-11-13,2022-11-10,1400,14,Thursday,11,2022,0,Newton,BURGLARY FROM VEHICLE,43,M,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,33.9815,-118.2673
240107317,2024-02-16,2024-02-16,1605,16,Friday,2,2024,0,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",15,M,UNKNOWN TYPE CUTTING INSTRUMENT,Invest Cont,34.0473,-118.2566
230122913,2023-10-29,2023-10-27,1210,12,Friday,10,2023,0,Central,THEFT PLAIN - PETTY ($950 & UNDER),60,M,,Invest Cont,34.0431,-118.2692
242005830,2024-02-06,2024-01-30,1615,16,Tuesday,1,2024,0,Olympic,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",46,M,,Invest Cont,34.0711,-118.3142
211408645,2021-03-24,2021-03-24,1330,13,Wednesday,3,2021,0,Pacific,ROBBERY,46,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.0012,-118.4037
242107946,2024-04-12,2024-04-11,500,5,Thursday,4,2024,0,Topanga,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,M,,Invest Cont,34.164,-118.6092
230711414,2023-06-29,2023-06-29,1400,14,Thursday,6,2023,0,Wilshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,,Invest Cont,34.0837,-118.3533
231006637,2023-03-09,2023-03-09,1600,16,Thursday,3,2023,0,West Valley,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,15,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.1689,-118.5406
230400594,2023-02-03,2023-02-02,1500,15,Thursday,2,2023,0,Hollenbeck,BURGLARY,0,X,,Invest Cont,34.0532,-118.2265
241008600,2024-05-07,2024-05-07,1008,10,Tuesday,5,2024,0,West Valley,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,M,,Invest Cont,34.2196,-118.5186
221316864,2022-08-31,2022-08-31,100,1,Wednesday,8,2022,0,Newton,BURGLARY FROM VEHICLE,35,F,,Invest Cont,34.031,-118.2657
202016552,2020-10-30,2020-10-27,1800,18,Tuesday,10,2020,0,Olympic,BURGLARY,0,X,,Invest Cont,34.0748,-118.2868
241408836,2024-04-21,2024-04-20,1530,15,Saturday,4,2024,1,Pacific,VEHICLE - STOLEN,0,,,Invest Cont,34.0255,-118.4063
220409944,2022-06-17,2022-06-17,1750,17,Friday,6,2022,0,Hollenbeck,BATTERY - SIMPLE ASSAULT,78,F,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,34.0548,-118.1926
201109309,2020-05-13,2020-05-11,1200,12,Monday,5,2020,0,Northeast,BURGLARY FROM VEHICLE,32,F,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,34.1516,-118.2859
230320499,2023-11-28,2023-11-20,1700,17,Monday,11,2023,0,Southwest,BIKE - STOLEN,31,F,,Invest Cont,34.0216,-118.2844
241009218,2024-06-04,2024-06-04,411,4,Tuesday,6,2024,0,West Valley,VEHICLE - STOLEN,0,,,Invest Cont,34.1922,-118.5579
210809647,2021-05-25,2021-05-25,1120,11,Tuesday,5,2021,0,West LA,BATTERY - SIMPLE ASSAULT,44,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.0436,-118.5182
230217548,2023-09-03,2023-09-01,1520,15,Friday,9,2023,0,Rampart,THEFT OF IDENTITY,31,F,,Invest Cont,34.0605,-118.2814
221204444,2022-01-09,2022-01-09,420,4,Sunday,1,2022,1,77th Street,BURGLARY,52,M,,Invest Cont,33.9727,-118.3309
211505739,2021-02-13,2021-02-13,230,2,Saturday,2,2021,1,N Hollywood,DISCHARGE FIREARMS/SHOTS FIRED,0,M,HAND GUN,Invest Cont,34.2034,-118.3703
211908694,2021-05-14,2021-05-13,1130,11,Thursday,5,2021,0,Mission,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",31,M,,Invest Cont,34.2301,-118.4502
211005159,2021-02-07,2021-02-07,1809,18,Sunday,2,2021,1,West Valley,BATTERY - SIMPLE ASSAULT,78,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.1902,-118.5447
240406167,2024-03-06,2023-09-26,2359,23,Tuesday,9,2023,0,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,,Invest Cont,34.0278,-118.201
221212443,2022-05-16,2022-05-16,1251,12,Monday,5,2022,0,77th Street,PICKPOCKET,24,F,,Invest Cont,33.9762,-118.3112
231407058,2023-03-15,2023-03-15,130,1,Wednesday,3,2023,0,Pacific,VEHICLE - STOLEN,0,,,Invest Cont,34.0244,-118.3969
202006054,2020-02-13,2020-02-13,540,5,Thursday,2,2020,0,Olympic,VEHICLE - STOLEN,0,,,Invest Cont,34.079,-118.3046
220205376,2022-02-02,2022-02-02,1300,13,Wednesday,2,2022,0,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED,41,F,VERBAL THREAT,Adult Arrest,34.0621,-118.2619
230320234,2023-11-22,2023-11-21,2130,21,Tuesday,11,2023,0,Southwest,VANDALISM - MISDEAMEANOR ($399 OR UNDER),48,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0195,-118.3489
200406189,2020-02-25,2020-02-25,1315,13,Tuesday,2,2020,0,Hollenbeck,BATTERY - SIMPLE ASSAULT,34,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0445,-118.2116
200709993,2020-06-03,2020-05-30,1330,13,Saturday,5,2020,1,Wilshire,ROBBERY,31,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.0762,-118.3248
201506801,2020-02-26,2020-02-26,1530,15,Wednesday,2,2020,0,N Hollywood,BATTERY - SIMPLE ASSAULT,15,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,34.1649,-118.3877
201316145,2020-08-28,2020-08-28,1450,14,Friday,8,2020,0,Newton,VEHICLE - STOLEN,0,,,Invest Cont,33.9782,-118.2789
241905496,2024-02-07,2024-02-07,2129,21,Wednesday,2,2024,0,Mission,INTIMATE PARTNER - SIMPLE ASSAULT,29,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.3061,-118.4414
220715805,2022-10-27,2022-10-26,610,6,Wednesday,10,2022,0,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",71,M,,Invest Cont,34.0454,-118.3207
231219768,2023-09-19,2023-09-19,1440,14,Tuesday,9,2023,0,77th Street,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,Invest Cont,33.9834,-118.3115
200618382,2020-11-22,2020-11-20,2000,20,Friday,11,2020,0,Hollywood,BURGLARY FROM VEHICLE,27,F,,Invest Cont,34.098,-118.3237
241104981,2024-01-23,2024-01-23,1140,11,Tuesday,1,2024,0,Northeast,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,,Invest Cont,34.0832,-118.2572
240805543,2024-02-11,2024-02-11,2200,22,Sunday,2,2024,1,West LA,BURGLARY,71,F,,Invest Cont,34.1108,-118.4779
220111556,2022-05-03,2022-05-01,2115,21,Sunday,5,2022,1,Central,THEFT PLAIN - PETTY ($950 & UNDER),27,F,,Invest Cont,34.0589,-118.2526
220814242,2022-09-06,2022-09-02,2030,20,Friday,9,2022,0,West LA,THEFT PLAIN - PETTY ($950 & UNDER),45,M,,Invest Cont,34.0536,-118.4115
221107935,2022-04-16,2022-04-16,215,2,Saturday,4,2022,1,Northeast,DISCHARGE FIREARMS/SHOTS FIRED,0,X,HAND GUN,Invest Cont,34.0971,-118.2592
212117989,2021-12-26,2021-12-25,2000,20,Saturday,12,2021,1,Topanga,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24,M,,Adult Other,34.2096,-118.5754
231500886,2023-07-29,2023-07-29,420,4,Saturday,7,2023,1,N Hollywood,SHOTS FIRED AT INHABITED DWELLING,34,F,SEMI-AUTOMATIC PISTOL,Invest Cont,34.1576,-118.39
200915050,2020-09-23,2020-09-23,1400,14,Wednesday,9,2020,0,Van Nuys,BATTERY - SIMPLE ASSAULT,37,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,34.1757,-118.44
221512489,2022-07-19,2022-07-19,1052,10,Tuesday,7,2022,0,N Hollywood,BURGLARY,66,M,,Invest Cont,34.1758,-118.3692
230917868,2023-12-24,2023-12-24,2000,20,Sunday,12,2023,1,Van Nuys,BATTERY - SIMPLE ASSAULT,49,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,34.1794,-118.4356
230307601,2023-03-10,2023-03-10,1050,10,Friday,3,2023,0,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,F,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,34.0363,-118.3089
240405493,2024-02-16,2024-02-16,135,1,Friday,2,2024,0,Hollenbeck,SHOTS FIRED AT INHABITED DWELLING,51,F,UNKNOWN FIREARM,Invest Cont,34.0765,-118.2132
220211004,2022-05-27,2022-05-27,1600,16,Friday,5,2022,0,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED,46,M,VERBAL THREAT,Invest Cont,34.0909,-118.2893
221305221,2022-01-26,2022-01-26,1950,19,Wednesday,1,2022,0,Newton,VANDALISM - MISDEAMEANOR ($399 OR UNDER),28,F,,Invest Cont,34.0341,-118.2507
230309506,2023-04-17,2023-04-17,1845,18,Monday,4,2023,0,Southwest,"THEFT, PERSON",24,F,,Invest Cont,34.0224,-118.3351
221911354,2022-06-29,2022-06-28,1800,18,Tuesday,6,2022,0,Mission,VEHICLE - STOLEN,0,,,Invest Cont,34.2996,-118.4217
